Word,Class,isLessRelateOf,isRelateOf,isSynonymOf,isTheSameAs,Name,Info,Birthday,DateOfDeath,Education,Field,Nationality,PublicationDate
phần_tử,Other,"ctdl,kích_thước",matrix,,,phần tử,,,,,,,
kích_thước,Other,"ctdl,phần_tử",matrix,,,kích thước,,,,,,,
fibonacci,Entity,toán_học,dãy_fibonacci,,,fibonacci,"Leonardo Pisano Bogollo, còn được biết đến với tên Leonardo của Pisa, Leonardo Pisano, Leonardo Bonacci, Leonardo Fibonacci, hay, phổ biến nhất, chỉ là Fibonacci, là một nhà toán học người Ý, được một số người xem là ""nhà toán học tài ba nhất thời Trung Cổ.",1170,1250,,Toán học,Ý,
trung_vị,Entity,"toán_học,ngẫu_nhiên,bayes",xác_suất,,,trung vị,"Trong lý thuyết xác suất và thống kê, số trung vị (tiếng Anh: median) là một số tách giữa nửa lớn hơn và nửa bé hơn của một mẫu, một quần thể, hay một phân bố xác suất. Nó là giá trị giữa trong một phân bố, mà số các số nằm trên hay dưới con số đó là bằng nhau. Điều đó có nghĩa rằng 1/2 quần thể sẽ có các giá trị nhỏ hơn hay bằng số trung vị, và một nửa quần thể sẽ có giá trị bằng hoặc lớn hơn số trung vị.",,,,,,
bayes,Entity,"toán_học,trung_vị,mã_hóa","ngẫu_nhiên,xác_suất",,,bayes,,,,,,,
random,Other,,,"ngẫu_nhiên,randomized",,random,,,,,,,
randomized,Other,,,"ngẫu_nhiên,random",,randomized,,,,,,,
prefix,Other,,,tiền_tố,,prefix,,,,,,,
postfix,Other,,,hậu_tố,,postfix,,,,,,,
khai_báo,,"dslk,dslk_đơn",,,,khai báo,,,,,,,
input,Object,"matrix,luật,query,chuỗi",,đầu_vào,,input,,,,,,,
admin,Object,"mã_băm,protocol,mã_hóa,bảo_mật,trực_quan,giao_thức","bảo_mật,trình_duyệt",,,admin,,,,,,,
giao_thức,Object,"mã_băm,mã_hóa,admin","bảo_mật,online",protocol,,giao thức,,,,,,,
trình_duyệt,Other,"bảo_mật,giao_diện","admin,trực_quan",,,trình duyệt,,,,,,,
suy_diễn_lùi,Object,,"suy_diễn_tiến,luật,sự_kiện,acm",,,suy diễn lùi,Suy diễn lùi là quá trình xuất phát từ sự kiện cần chứng minh và thay vào đó là những sự kiện ở vế trái của 1 luật có vế phải là sự kiện cần chứng minh. Quá trình này được thực hiện cho đến khi đưa về các sự kiện là tập sự kiện con của tập sự kiện giả thiết.,,,,,,
suy_diễn_tiến,Object,,"suy_diễn_lùi,luật,sự_kiện,acm",,,suy diễn tiến,"Suy diễn tiến là quá trình suy diễn bắt đầu từ tập sự kiện đã biết, rút ra những sự kiện mới và cứ như vậy cho đến khi có được sự kiện cần chứng minh hoặc không có luật nào sinh ra các sự kiện mới (tập sự kiện đúng là cực đại).",,,,,,
lời_giải,,"luật,sự_kiện,acm",,,,lời giải,,,,,,,
đáp_án,,"luật,sự_kiện,acm",,,,đáp án,,,,,,,
lớp,Object,"cú_pháp,kế_thừa,operator,toán_tử",lập_trình_hướng_đối_tượng,class,,lớp,,,,,,,
kế_thừa,Other,"cú_pháp,class,lớp,operator,toán_tử",lập_trình_hướng_đối_tượng,,,kế thừa,,,,,,,
Object_oriented_programming,Entity,,,"oop,lập_trình_hướng_đối_tượng",,Object oriented programming,,,,,,,
boolean,Entity,,,bool,,boolean,,,,,,,
trực_quan,Other,admin,"trình_duyệt,giao_diện",,,trực quan,Dùng những vật cụ thể hay ngôn ngữ cử chỉ làm cho học sinh có được hình ảnh cụ thể về nhữngđiều được học.,,,,,,
giao_diện,Other,trình_duyệt,trực_quan,,,giao diện,,,,,,,
hiệu_năng,Other,lập_trình_hướng_đối_tượng,,,,hiệu năng,,,,,,,
alan,Entity,,,turing,,Alan Turing,"Alan Mathison Turing (23 tháng 6 năm 1912 – 7 tháng 6 năm 1954) là một nhà toán học, logic học và mật mã học người Anh thường được xem là cha đẻ của ngành khoa học máy tính. Phép thử Turing (Turing test) là một trong những cống hiến của ông trong ngành trí tuệ nhân tạo: thử thách này đặt ra câu hỏi rằng máy móc có khi nào đạt được ý thức và có thể suy nghĩ được hay không. Ông đã hình thức hóa khái niệm thuật toán và tính toán với máy Turing, đồng thời đưa ra phiên bản của ""Turing"", mà ngày nay được đông đảo công chúng chấp nhận, về luận đề Church-Turing, một luận đề nói rằng tất cả những gì tính được bằng thuật toán đều có thể tính được bằng máy Turing",23/06/1912,6/7/1954,"Trường Đại học Manchester
Phòng Thí nghiệm Vật lý Quốc gia
Trường Mật mã Chính phủ Anh
Đại học Cambridge","nhà toán học, nhà logic, nhà phân tích mật mã học, nhà khoa học máy tính",Anh,
turing,Entity,,,alan,,turing,,,,,,,
